"name","street","city","zip","email"
"Obvodný lesný úrad Malacky","Záhorácka 2942/60A","Malacky",90101,"olu.ma@3s.land.gov.sk"
"Obvodný lesný úrad Martin","P. Mudroňa 45","Martin",3601,"olu.mt@3s.land.gov.sk"
"Obvodný lesný úrad Michalovce","Sama Chalupku 18","Michalovce",7101,"olu.mi@3s.land.gov.sk"
"Obvodný lesný úrad Nitra","Štefánikova trieda 88","Nitra",94901,"olu.nr@3s.land.gov.sk"
"Obvodný lesný úrad Nové Mesto nad Váhom","Hviezdoslavova 36","Nové Mesto nad Váhom",91541,"olu.nm@3s.land.gov.sk"
"Obvodný lesný úrad Nové Zámky","Svätoplukova 1","Nové Zámky",94024,"olu.nz@3s.land.gov.sk"
"Obvodný lesný úrad Poprad","Partizánska 690/87","Poprad",5801,"olu.pp@3s.land.gov.sk"
"Obvodný lesný úrad Považská Bystrica","Centrum 1/1","Považská Bystrica",1711,"olu.pb@3s.land.gov.sk"
"Obvodný lesný úrad Prešov","Nám. mieru 2","Prešov",8164,"olu.po@3s.land.gov.sk"
"Obvodný lesný úrad Prievidza","Mariánska 6","Prievidza",97118,"olu.pd@3s.land.gov.sk"
"Obvodný lesný úrad Revúca","Komenského 1237/40","Revúca",5001,"olu.ra@3s.land.gov.sk"
"Obvodný lesný úrad Rimavská Sobota","Hostinského 4","Rimavská Sobota",97901,"olu.rs@3s.land.gov.sk"
"Obvodný lesný úrad Rožňava","Šafárikova 71","Rožňava",4801,"olu.rv@3s.land.gov.sk"
"Obvodný lesný úrad Ružomberok","Nám. A. Hlinku 74","Ružomberok",3401,"olu.rk@3s.land.gov.sk"
"Obvodný lesný úrad Senica","Holého 750","Senica",90544,"olu.se@3s.land.gov.sk"
"Obvodný lesný úrad Snina","Partizánska 1057","Snina",6945,"olu.sv@3s.land.gov.sk"
"Obvodný lesný úrad Spišská Nová Ves","Štefánikovo nám. 5","Spišská Nová Ves",5201,"olu.sn@3s.land.gov.sk"
"Obvodný lesný úrad Stropkov","Športová 2","Stropkov",9101,"olu.sp@3s.land.gov.sk"
"Obvodný lesný úrad Trenčín","Nám. sv. Anny 7","Trenčín",91101,"olu.tn@3s.land.gov.sk"
"Obvodný lesný úrad Trnava","Kollárova 8","Trnava",91701,"olu.tt@3s.land.gov.sk"
"Obvodný lesný úrad Veľký Krtíš","I. Madácha 2","Veľký Krtíš",99001,"olu.vk@3s.land.gov.sk"
"Obvodný lesný úrad Vranov nad Topľou","Kalinčiakova 879","Vranov nad Topľou",9301,"olu.lvt@3s.land.gov.sk"
"Obvodný lesný úrad Žarnovica","Bystrická 53","Žarnovica",96681,"olu.zc@3s.land.gov.sk"
"Obvodný lesný úrad Žilina","Andreja Kmeťa 17","Žilina",1139,"olu.za@3s.land.gov.sk"
"Obvodný lesný úrad Zvolen","Študentská 12","Zvolen",96001,"olu.zv@3s.land.gov.sk"
"Obvodný pozemkový úrad Banská Bystrica","Skuteckého 19","Banská Bystrica",97401,"ivan.hovorka.pbb@3s.land.gov.sk"
"Obvodný pozemkový úrad Bardejov","Dlhý rad 17","Bardejov",8501,"opu.bj@3s.land.gov.sk"
"Obvodný pozemkový úrad Bratislava","Krížna 52","Bratislava - Ružinov",82108,"opu.ba@3s.land.gov.sk"
"Obvodný pozemkový úrad Brezno","Rázusova 40","Brezno",97701,"jan.petrovic.pbr@3s.land.gov.sk"
"Obvodný pozemkový úrad Čadca","Palárikova 95","Čadca",2201,"opu.ca@3s.land.gov.sk, rudolf.cyprich.pca@3s.land.gov.sk"
"Obvodný pozemkový úrad Dunajská Streda","Korzo Bélu Bartóka 789/3","Dunajská Streda",92901,"opu.ds@3s.land.gov.sk"
"Obvodný pozemkový úrad Galanta","Mierové nám. 1","Galanta",92426,"opu.ga@3s.land.gov.sk"
"Obvodný pozemkový úrad Humenné","Mierová 4","Humenné",6601,"opu.he@3s.land.gov.sk"
"Obvodný pozemkový úrad Kežmarok","Mučeníkov 4","Kežmarok",6001,"opu.kk@3s.land.gov.sk"
"Obvodný pozemkový úrad Komárno","Senný trh 4","Komárno",94501,"opu.kn@3s.land.gov.sk"
"Obvodný pozemkový úrad Košice - mesto","Popradská 78","Košice - Západ",4011,"opu.ke@3s.land.gov.sk"
"Obvodný pozemkový úrad Košice - okolie","Popradská 78","Košice - Západ",4011,"opu.ks@3s.land.gov.sk, vladimir.chvala.pke@3s.land.gov.sk"
"Obvodný pozemkový úrad Levice","Dopravná 14","Levice",93403,"opu.lv@3s.land.gov.sk"
"Obvodný pozemkový úrad Liptovský Mikuláš","Kollárova 2","Liptovský Mikuláš",3101,"opu.lm@3s.land.gov.sk"
"Obvodný pozemkový úrad Lučenec","Nám. republiky 26","Lučenec",98401,"marek.hroncek.plc@3s.land.gov.sk"
"Obvodný pozemkový úrad Malacky","Záhorácka 2942/60A","Malacky",90101,"daniela.hamarova.pma@3s.land.gov.sk"
"Obvodný pozemkový úrad Martin","Pavla Mudroňa 45","Martin",3601,"opu.mt@3s.land.gov.sk"
"Obvodný pozemkový úrad Michalovce","Sama Chalupku 18","Michalovce",7101,"opu.mi@3s.land.gov.sk"
"Obvodný pozemkový úrad Námestovo","Nám. Antona Bernoláka 381/4","Námestovo",2901,"ivan.polacik.pno@3s.land.gov.sk"
"Obvodný pozemkový úrad Nitra","Štefánikova trieda 88","Nitra",94901,"opu.nr@3s.land.gov.sk"
"Obvodný pozemkový úrad Nové Mesto nad Váhom","Hviezdoslavova 36","Nové Mesto nad Váhom",91501,"opu.nm@3s.land.gov.sk"
"Obvodný pozemkový úrad Nové Zámky","Svätoplukova 1","Nové Zámky",94024,"opu.nz@3s.land.gov.sk"
"Obvodný pozemkový úrad Poprad","Partizánska 690/87","Poprad",5801,"opu.pp@3s.land.gov.sk"
"Obvodný pozemkový úrad Považská Bystrica","Centrum 1/1","Považská Bystrica",1701,"opu.pb@3s.land.gov.sk"
"Obvodný pozemkový úrad Prešov","Nám. mieru 2","Prešov",8001,"opu.po@3s.land.gov.sk"
"Obvodný pozemkový úrad Prievidza","Mariánska 6","Prievidza",97118,"opu.pd@3s.land.gov.sk"
"Obvodný pozemkový úrad Revúca","Komenského 1237/40","Revúca",5001,"jaroslav.gallo.pra@3s.land.gov.sk"
"Obvodný pozemkový úrad Rimavská Sobota","Hostinského 4","Rimavská Sobota",97901,"peter.cupka.prs@3s.land.gov.sk"
"Obvodný pozemkový úrad Rožňava","Šafárikova 71","Rožňava",4801,"opu.rv@3s.land.gov.sk"
"Obvodný pozemkový úrad Ružomberok","Nám. A. Hlinku 74","Ružomberok",3401,"opu.rk@3s.land.gov.sk"
"Obvodný pozemkový úrad Senec","Hurbanova 21","Senec",90301,"opu.sc@3s.land.gov.sk"
"Obvodný pozemkový úrad Senica","Hollého 750","Senica",90501,"opu.se@3s.land.gov.sk"
"Obvodný pozemkový úrad Spišská Nová Ves","Štefánikovo nám. 5","Spišská Nová Ves",5201,"opu.sn@3s.land.gov.sk"
"Obvodný pozemkový úrad Stará Ľubovňa","Prešovská 3","Stará Ľubovňa",6401,"opu.sl@3s.land.gov.sk, opplh@sl.vs.sk"
"Obvodný pozemkový úrad Stropkov","Športová 2","Stropkov",9101,"opu.sp@3s.land.gov.sk, opusp@stonline.sk"
"Obvodný pozemkový úrad Topoľčany","Nám. Ľ. Štúra 1738","Topoľčany",95540,"opu.to@3s.land.gov.sk"
"Obvodný pozemkový úrad Trebišov","Nám. mieru 804/1","Trebišov",7501,"opu.tv@3s.land.gov.sk, vincent.durista.ptv@3s.land.gov.sk"
"Obvodný pozemkový úrad Trenčín","Nám. sv. Anny 7","Trenčín",91150,"opu.tn@3s.land.gov.sk"
"Obvodný pozemkový úrad Trnava","Vajanského 2","Trnava",91701,"opu.tt@3s.land.gov.sk"
"Obvodný pozemkový úrad Veľký Krtíš","Lučenecká 33","Veľký Krtíš",99001,"jaroslav.filip.pvk@3s.land.gov.sk"
"Obvodný pozemkový úrad Vranov nad Topľou","Nám. slobody 5","Vranov nad Topľou",9301,"ludmila.poliakova.pvt@3s.land.gov.sk"
"Obvodný pozemkový úrad Žiar nad Hronom","SNP 124","Žiar nad Hronom",96501,"opuzh@stonline.sk, dusan.berkes.pzh@3s.land.gov.sk"
"Obvodný pozemkový úrad Žilina","Andreja Kmeťa 17","Žilina",1001,"opu.za@3s.land.gov.sk, zuzana.liskova.pza@3s.land.gov.sk"
"Obvodný pozemkový úrad Zvolen","Študentská 12","Zvolen",96101,"jozef.gajdos.pzv@3s.land.gov.sk"
"Obvodný úrad Štúrovo","Svätého Štefana 79","Štúrovo",94301,"prednosta@st.vs.sk"
"Obvodný úrad Šaľa","Hlavná 2/1","Šaľa",92701,"prednosta@sa.vs.sk"
"Obvodný úrad Rimavská Sobota","Nám. Mihálya Tompu 2","Rimavská Sobota",97901,"prednosta@rs.vs.sk"
"Obvodný úrad Námestovo","Ulica Miestneho priemyslu 571","Námestovo",2901,"prednosta@no.vs.sk"
"Obvodný úrad Levice","Ľ. Štúra 53","Levice",93403,"prednosta@lv.vs.sk"
"Obvodný úrad Bánovce nad Bebravou","Nám. Ľ. Štúra 7/7","Bánovce nad Bebravou",95701,"prednosta@bn.vs.sk"
"Obvodný úrad Nitra","Štefánikova trieda 69","Nitra",94980,"prednosta@nr.vs.sk"
"Obvodný úrad Bardejov","Dlhý rad 16","Bardejov",8577,"prednosta@bj.vs.sk"
"Obvodný úrad Topoľčany","Nám. Ľ. Štúra 1738","Topoľčany",95540,"prednosta@to.vs.sk, jozef.vanco@to.vs.sk"
"Obvodný úrad Komárno","M. R. Štefánika 10","Komárno",94536,"prednosta@kn.vs.sk,  Albert.Gazo@kn.vs.sk"
"Obvodný úrad Michalovce","Nám. slobody 1","Michalovce",7101,"prednosta@mi.vs.sk"
"Obvodný úrad Senec","Hurbanova 21","Senec",90301,"prednosta@sc.vs.sk"
"Obvodný úrad Pezinok","M. R. Štefánika 10","Pezinok",90201,"prednosta@pk.vs.sk"
"Obvodný úrad Dolný Kubín","Nám. slobody 1","Dolný Kubín",2601,"juraj.pukac@dk.vs.sk"
"Obvodný úrad Trnava","Kollárova 8","Trnava",91702,"prednosta@tt.vs.sk"
"Obvodný úrad Martin","Nám. S. H. Vajanského 1","Martin",3858,"prednosta@mt.vs.sk"
"Obvodný úrad Stropkov","Hlavná 53/26","Stropkov",9101,"prednosta@sp.vs.sk"
"Obvodný úrad Prievidza","Medzibriežková 2","Prievidza",97173,"Vladislav.Sur@pd.vs.sk"
"Obvodný úrad Žiar nad Hronom","Nám. Matice slovenskej 8","Žiar nad Hronom",96501,"prednosta@zh.vs.sk"
"Obvodný úrad Veľký Krtíš","Nám. A. H. Škultétyho 11","Veľký Krtíš",99001,"prednosta@vk.vs.sk"
"Obvodný úrad Brezno","Nám. M. R. Štefánika 40","Brezno",97701,"prednosta@br.vs.sk"
"Obvodný úrad Senica","Vajanského 17","Senica",90501,"prednosta@se.vs.sk"
"Obvodný úrad Kežmarok","Dr. Alexandra 61","Kežmarok",6001,"prednosta@kk.vs.sk"
"Obvodný úrad Lučenec","Nám. republiky 26","Lučenec",98401,"prednosta@lc.vs.sk"
"Obvodný úrad Nové Mesto nad Váhom","Hviezdoslavova 36","Nové Mesto nad Váhom",91541,"prednosta@nm.vs.sk"
"Obvodný úrad Humenné","Kukorelliho 1","Humenné",6601,"prednosta@he.vs.sk"
"Obvodný úrad Dunajská Streda","Alžbetínske nám. 1194/1","Dunajská Streda",92901,"prednosta@ds.vs.sk"
"Obvodný úrad Prešov","Nám. mieru 3","Prešov",8192,"prednosta@po.vs.sk"
"Obvodný úrad Rožňava","Špitálska 3","Rožňava",4801,"prednosta@rv.vs.sk"
"Obvodný úrad Malacky","Záhorácka 2942/60A","Malacky",90126,"sekretariat@ma.vs.sk"
"Obvodný úrad Banská Bystrica","Nám. Ľ. Štúra 1","Banská Bystrica",97404,"prednosta@bb.vs.sk"
"Obvodný úrad Čadca","Palárikova 91","Čadca",2223,"prednosta@ca.vs.sk"
"Obvodný úrad Trenčín","Hviezdoslavova 3","Trenčín",91101,"prednosta@tn.vs.sk"
"Obvodný úrad Svidník","Sovietskych hrdinov 102","Svidník",8917,"prednosta@sk.vs.sk"
"Obvodný úrad Vranov nad Topľou","Nám. slobody 5","Vranov nad Topľou",9301,"Anna.Petrikova@vt.vs.sk"
"Obvodný úrad Nové Zámky","Podzámska 25","Nové Zámky",94001,"prednosta@nz.vs.sk"
"Obvodný úrad Považská Bystrica","Centrum 1/1","Považská Bystrica",1701,"prednosta@pb.vs.sk"
"Obvodný úrad Piešťany","Krajinská cesta 5053/13","Piešťany",92125,"prednosta@pn.vs.sk"
"Obvodný úrad Spišská Nová Ves","Štefánikovo nám. 5","Spišská Nová Ves",5201,"ou@sn.vs.sk, prednosta@sn.vs.sk"
"Obvodný úrad Bratislava - Staré Mesto","Staromestská 6","Bratislava - Staré Mesto",81440,"prednosta@ba.vs.sk"
"Obvodný úrad Liptovský Mikuláš","Nám. osloboditeľov 1","Liptovský Mikuláš",3141,"prednosta@lm.vs.sk"
"Obvodný úrad Stará Ľubovňa","Nám. M. R. Štefánika 1","Stará Ľubovňa",6401,"prednosta@sl.vs.sk, infozakon@sl.vs.sk"
"Obvodný úrad Ružomberok","Dončova 11","Ružomberok",3401,"prednosta@rk.vs.sk"
"Obvodný úrad Galanta","Mierové nám. 1","Galanta",92426,"prednosta@ga.vs.sk"
"Obvodný úrad Zvolen","Nám. SNP 35/48","Zvolen",96108,"prednosta@zv.vs.sk"
"Obvodný úrad Trebišov","M. R. Štefánika 1161/184","Trebišov",7526,"prednosta@tv.vs.sk"
"Obvodný úrad Žilina","Janka Kráľa 4","Žilina",1040,"prednosta@za.vs.sk"
"Obvodný úrad Poprad","Nábrežie Jána Pavla II. 16","Poprad",5844,"prednosta@pp.vs.sk"
"Obvodný úrad Košice, okolie","Hroncova 13","Košice - Sever",4001,"prednosta@ks.vs.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Banská Bystrica","Skuteckého 19","Banská Bystrica",97401,"riaditel_bb@bb.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Bardejov","Dlhý rad 16","Bardejov",8501,"oudbj@po.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Bratislava","Pri starej prachárni 14","Bratislava - Nové Mesto",83104,"matej.biskupic@ba.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Brezno","Nám. M. R. Štefánika 40","Brezno",97701,"riaditel_br@bb.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Čadca","17. novembra 2711","Čadca",2201,"obudca@za.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Dolný Kubín","Nám. slobody 1","Dolný Kubín",2601,"obuddk@za.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Dunajská Streda","Trhovisko 235/7","Dunajská Streda",92901,"ingrid.bulkova@tt.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Galanta","Mierové nám. 1","Galanta",92426,"maria.kulcsarova@tt.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Humenné","Kukorelliho 1","Humenné",6601,"oudhe@po.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Kežmarok","Mučeníkov 4","Kežmarok",6001,"oudkk@po.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Komárno","Senný trh 4","Komárno",94536,"jan.adamik@nr.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Košice","Hroncova 13","Košice - Sever",4278,"oudke@ke.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Košice - okolie","Hroncova 13","Košice - Sever",4161,"oudks@ke.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Levice","Ľ. Štúra 53","Levice",93401,"alojz.palaj@nr.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Liptovský Mikuláš","Nám. osloboditeľov 1","Liptovský Mikuláš",3141,"obudlm@za.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Lučenec","Nám. republiky 26","Lučenec",98401,"riaditel_lc@bb.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Malacky","Záhorácka 2942/60A","Malacky",90101,"daniel.tesak@ba.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Martin","Nám. S. H. Vajanského 1","Martin",3601,"obudmt@za.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Michalovce","Nám. slobody 1","Michalovce",7601,"oudmi@ke.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Nitra","Štefánikova trieda 88","Nitra",94901,"miroslav.martinec@nr.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Nové Mesto nad Váhom","Hviezdoslavova 36","Nové Mesto nad Váhom",91541,"doprava.nm@tn.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Nové Zámky","Podzámska 25","Nové Zámky",94061,"igor.bartovic@nr.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Pezinok","Radničné nám. 1","Pezinok",90201,"vladimir.zisek@ba.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Piešťany","Krajinská cesta 5053/13","Piešťany",92101,"dusan.herman@tt.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Poprad","Partizánska 690/87","Poprad",5801,"oudpp@po.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Považská Bystrica","Centrum 1/1","Považská Bystrica",1701,"doprava.pb@tn.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Prešov","Nám. mieru 2","Prešov",8001,"oudpo@po.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Prievidza","J. Červeňa 34","Prievidza",97173,"doprava.pd@tn.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Rimavská Sobota","Nám. M. Tompu 1","Rimavská Sobota",97901,"riaditel_rs@bb.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Rožňava","Nám. 1. mája 11","Rožňava",4801,"oudrv@ke.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Ružomberok","Nám. slobody 9","Ružomberok",3401,"obudrk@za.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Šaľa","Hlavná 2/1","Šaľa",92715,"vladimir.ziak@nr.kud.gov.sk "
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Senec","Hurbanova 21","Senec",90301,"vaclav.martisek@ba.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Senica","Vajanského 17","Senica",90501,"lukas.kamenisty@tt.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Spišská Nová Ves","Markušovská cesta 1","Spišská Nová Ves",5201,"oudsn@ke.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Stará Ľubovňa","Nám. gen. Štefánika 1","Stará Ľubovňa",6401,"oudsl@po.kud.gov.sk, miroslav.hurtos@po.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Stropkov","Šarišská 148","Stropkov",9101,"oudsp@po.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Topoľčany","Nám. Ľ. Štúra 1738","Topoľčany",95540,"peter.nemec@nr.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Trebišov","M. R. Štefánika 1161/184","Trebišov",7501,"oudtv@ke.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Trenčín","gen. M. R. Štefánika 20","Trenčín",91149,"doprava.tn@tn.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Trnava","Vajanského 2","Trnava",91702,"jozef.spano@tt.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Veľký Krtíš","I. Madácha 2","Veľký Krtíš",99001,"riaditel_vk@bb.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Vranov nad Topľou","Nám. slobody 5","Vranov nad Topľou",9301,"oudvt@po.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Žiar nad Hronom","Ulica SNP 120","Žiar nad Hronom",96501,"riaditel_zh@bb.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Žilina","Andreja Kmeťa 17","Žilina",1001,"obudza@za.kud.gov.sk"
"Obvodný úrad pre cestnú dopravu a pozemné komunikácie Zvolen","Nám. SNP 35/48","Zvolen",96001,"riaditel_zv@bb.kud.gov.sk"
"Obvodný úrad v Košiciach","Komenského 52","Košice - Sever",4126,"obu@ke.vs.sk, prednosta@ke.vs.sk"
"Obvodný úrad životného prostredia Banská Bystrica","Skuteckeho 19","Banská Bystrica",97401,"info@bb.ouzp.sk"
"Obvodný úrad životného prostredia Banská Štiavnca, Stále pracovisko Žarnovica","Bystrická 53","Žarnovica",96681,"info@zc.ouzp.sk"
"Obvodný úrad životného prostredia Banská Štiavnca, Stále pracovisko Žiar nad Hronom","SNP 124","Žiar nad Hronom",96501,"info@zh.ouzp.sk"
"Obvodný úrad životného prostredia Banská Štiavnica","Radničné nám. 18","Banská Štiavnica",96901,"info@bs.ouzp.sk"
"Obvodný úrad životného prostredia Bardejov","Dlhý rad 16","Bardejov",8501,"sekretariat@bj.ouzp.sk"
"Obvodný úrad životného prostredia Bratislava","Karloveská 2","Bratislava - Karlova Ves",84233,"info@ba.ouzp.sk"
"Obvodný úrad životného prostredia Brezno","Rázusova 40","Brezno",97701,"info@br.ouzp.sk"
"Obvodný úrad životného prostredia Čadca","Horná 2483","Čadca",2201,"info@ca.ouzp.sk"
"Obvodný úrad životného prostredia Dolný Kubín","Nám. slobody 3","Dolný Kubín",2601,"info@dk.ouzp.sk"
"Obvodný úrad životného prostredia Dolný Kubín, Stále pracovisko Námestovo","Miestneho priemyslu 571","Námestovo",2901,"info@no.ouzp.sk"
"Obvodný úrad životného prostredia Dolný Kubín, Stále pracovisko Tvrdošín","Medvedzie I/132","Tvrdošín",2744,"info@ts.ouzp.sk"
"Obvodný úrad životného prostredia Dunajská Streda","Ádorská 5400","Dunajská Streda",92901,"info@ds.ouzp.sk"
"Obvodný úrad životného prostredia Galanta","Mierové nám. 1","Galanta",92426,"info@ga.ouzp.sk"
"Obvodný úrad životného prostredia Humenné","Kukorelliho 1","Humenné",6601,"info@he.ouzp.sk"
"Obvodný úrad životného prostredia Humenné, Stále pracovisko Medzilaborce","Cintorínska 657/2","Medzilaborce",6801,"ouzp@ml.ouzp.sk"
"Obvodný úrad životného prostredia Humenné, Stále pracovisko Snina","Partizánska 1057","Snina",6901,"info@sv.ouzp.sk"
"Obvodný úrad životného prostredia Kežmarok","Huncovská 1","Kežmarok",6001,"ouzp@kk.ouzp.sk"
"Obvodný úrad životného prostredia Komárno","Nám. gen. Klapku 7","Komárno",94501,"info@kn.ouzp.sk"
"Obvodný úrad životného prostredia Košice","Adlerova 29","Košice - Dargovských hrdinov",4022,"ouzp@ke.ouzp.sk"
"Obvodný úrad životného prostredia Košice - okolie","Adlerova 29","Košice - Dargovských hrdinov",4022,"info@ks.ouzp.sk"
"Obvodný úrad životného prostredia Levice","Dopravná 14","Levice",93403,"info@lv.ouzp.sk"
"Obvodný úrad životného prostredia Liptovský Mikuláš","Vrbická 1993","Liptovský Mikuláš",3101,"info@lm.ouzp.sk"
"Obvodný úrad životného prostredia Lučenec","Nám. Republiky 26","Lučenec",98401,"ouzp@lc.ouzp.sk"
"Obvodný úrad životného prostredia Lučenec, Stále pracovisko Poltár","Železničná 9","Poltár",98701,"info@pt.ouzp.sk"
"Obvodný úrad životného prostredia Malacky","Záhorácka 2942/60A","Malacky",90101,"info@ma.ouzp.sk"
"Obvodný úrad životného prostredia Martin","Nám. S. H. Vajanského 1","Martin",3601,"info@mt.ouzp.sk"
"Obvodný úrad životného prostredia Martin, Stále pracovisko Turčianske Teplice","SNP 514/122","Turčianske Teplice",3901,"info@tr.ouzp.sk"
"Obvodný úrad životného prostredia Michalovce","Nám. slobody 1","Michalovce",7101,"info@mi.ouzp.sk"
"Obvodný úrad životného prostredia Michalovce, Stále pracovisko Sobrance","Tyršova 12","Sobrance",7301,"info@so.ouzp.sk"
"Obvodný úrad životného prostredia Nitra","Janka Kráľa 124","Nitra",94901,"info@nr.ouzp.sk"
"Obvodný úrad životného prostredia Nitra, Stále pracovisko Zlaté Moravce","Sládkovičova 3","Zlaté Moravce",95301,"info@zm.ouzp.sk"
"Obvodný úrad životného prostredia Nové Mesto nad Váhom","Hviezdoslavova 36","Nové Mesto nad Váhom",91541,"info@nm.ouzp.sk"
"Obvodný úrad životného prostredia Nové Mesto nad Váhom, Stále pracovisko Myjava","Moravská 1","Myjava",90701,"info@my.ouzp.sk"
"Obvodný úrad životného prostredia Nové Zámky","Svätoplukova 1","Nové Zámky",94062,"prednosta@nz.ouzp.sk"
"Obvodný úrad životného prostredia Pezinok","M. R. Štefánika 10","Pezinok",90201,"info@pk.ouzp.sk"
"Obvodný úrad životného prostredia Piešťany","Krajinská cesta 5053/13","Piešťany",92101,"info@pn.ouzp.sk"
"Obvodný úrad životného prostredia Poprad","Partizánska 690/87","Poprad",5801,"ouzp@pp.ouzp.sk"
"Obvodný úrad životného prostredia Poprad, Stále pracovisko Levoča","Nám. Majstra Pavla 59","Levoča",5401,"ouzp@le.ouzp.sk"
"Obvodný úrad životného prostredia Považská Bystrica","Centrum 1/1","Považská Bystrica",1701,"info@pb.ouzp.sk"
"Obvodný úrad životného prostredia Považská Bystrica, Stále pracovisko Púchov","Štefánikova 820","Púchov",2001,"info@pu.ouzp.sk"
"Obvodný úrad životného prostredia Prešov","Nám. Mieru 2","Prešov",8192,"informacie@po.ouzp.sk"
"Obvodný úrad životného prostredia Prešov, Stále pracovisko Sabinov","Nám. slobody 85","Sabinov",8301,"info@sb.ouzp.sk"
"Obvodný úrad životného prostredia Prievidza","Dlhá 3","Prievidza",97101,"info@pd.ouzp.sk"
"Obvodný úrad životného prostredia Prievidza, Stále pracovisko Partizánske","Nám. SNP 151/6","Partizánske",95801,"ouzp@pe.ouzp.sk"
"Obvodný úrad životného prostredia Rimavská Sobota","Nám. M. Tompu 2","Rimavská Sobota",97901,"info@rs.ouzp.sk"
"Obvodný úrad životného prostredia Rimavská Sobota, Stále pracovisko Revúca","Komenského 40","Revúca",5001,"info@ra.ouzp.sk"
"Obvodný úrad životného prostredia Rožňava","Záhradnická 13","Rožňava",4801,"info@rv.ouzp.sk"
"Obvodný úrad životného prostredia Ružomberok","Nám. A. Hlinku 74","Ružomberok",3401,"info@rk.ouzp.sk"
"Obvodný úrad životného prostredia Šaľa","Hlavná 2/1","Šaľa",92701,"info@sa.ouzp.sk"
"Obvodný úrad životného prostredia Senec","Hurbanova 21","Senec",90301,"info@sc.ouzp.sk"
"Obvodný úrad životného prostredia Senica","Vajanského 17","Senica",90501,"info@se.ouzp.sk"
"Obvodný úrad životného prostredia Senica, Stále pracovisko Skalica","Nám. slobody 15","Skalica",90901,"info@si.ouzp.sk"
"Obvodný úrad životného prostredia Spišská Nová Ves","Markušovská cesta 1","Spišská Nová Ves",5201,"info@sn.ouzp.sk"
